15/06/2023
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
524494	Ipca Laboratories Ltd.	2536.57218
524500	Kilitch Drugs (I) Ltd.	155.82319
524502	Raaj Medisafe India Limited	109.37612
524504	Revati Organics Ltd.	30.00000
524506	Coral Laboratories Ltd.	35.72600
524514	Tulasee Bio-Ethanol Ltd.	58.93100
524516	Bacil Pharma Ltd.	58.90000
524518	Krebs Biochemicals & Industrie	215.60586
524520	KMC Speciality Hospitals India	1630.85000
524522	Laffans Petrochemicals Ltd.	80.00000
524534	Bhaskar Agrochemicals Ltd.	52.09633
524540	Secunderabad Health Care Ltd.	837.59600
524542	Sukhjit Starch & Chemicals Ltd	156.22000
524546	Shaba Chemicals Ltd.	29.27200
524548	Sharma East India Hospitals An	32.83800
524558	Neuland Laboratories Limited.	128.29889
524564	Gayatri BioOrganics Ltd	617.81340
524570	Poddar Pigments Ltd.	106.10000
524572	Pharmaids Pharmaceuticals Ltd.	214.86234
524576	Vivid Global Industries Limite	91.28870
524580	Priya Limited.	30.02300
524582	Tirupati Starch & Chemicals Lt	80.91567
524590	Hemo Organic Limited	34.65900
524592	JD Orgochem Ltd.	132.50000
524594	Ashok Alco-Chem Ltd.	46.00343
524598	AksharChem (India) Ltd.	80.33099
524602	BANDARAM PHARMA PACKTECH LIMIT	30.00000
524604	ADLINE CHEM LAB LIMITED	58.50000
524606	Beryl Drugs Ltd.	50.71700
524610	Rathi Graphics Technologies lt	164.39000
524614	IEL LIMITED	33.37633
524622	iStreet Network Limited	213.00000
524624	Gagan Gases Ltd.	45.18500
524628	Parker Agro Chem Export Ltd.	47.79000
524632	Shukra Pharmaceuticals Limited	15.65675
524634	Alufluoride  Ltd.	78.20482
524636	OXYGENTA PHARMACEUTICAL LIMITE	142.01300
524640	Archit Organosys Limited	204.99435
524642	Sikozy Realtors Limited	445.83000
524648	Indo Amines Ltd.	706.97560
524652	Ind-Swift Ltd.	541.64653
524654	Natural Capsules Ltd.	92.32116
524661	Welcure Drugs & Pharmaceutical	135.12100
524663	Bharat Immunologicals & Biolog	431.80000
524667	Savita Oil Technologies Limite	691.00415
524669	Hester Biosciences Ltd	85.06865
524671	Pinky Chemicals ltd.	50.00000
524675	Kabsons Industries Ltd.	174.63000
524687	Basant Agro-Tech (India) Ltd.	906.27500
524689	Parenteral Drug (India) Ltd.	298.16300
524695	Asian Fertilisers Ltd.	79.01500
524703	Sandu Pharmaceuticals Ltd.	96.60990
524709	NACL Industries Limited	1988.41843
524711	Vista Pharmaceuticals Ltd.	367.93907
524715	Sun Pharmaceutical Industries	23992.78050
524717	Titan Bio-Tech Ltd.	82.63700
524723	Bijoy Hans Ltd	30.00021
524727	Span Divergent Limited	54.61747
524731	Jenburkt Pharmaceuticals Ltd.	44.13300
524735	Hikal Ltd.	1233.00750
524742	Caplin Point Laboratories Ltd.	759.33746
524743	Fischer Chemic Ltd.	1.72000
524748	Link Pharma Chem Ltd.	44.40568
524752	DECIPHER LABS LIMITED	101.00000
524764	Nutraplus India Limited	340.91086
524768	Emmessar Biotech & Nutrition L	49.96100
524774	NGL Fine Chem Ltd.	61.78024
524790	Everest Organics Ltd.	80.00000
524804	Aurobindo Pharma Ltd.	5859.38609
524808	Phyto Chem (India) Ltd.	43.00200
524816	Natco Pharma Ltd.	1816.98586
524818	Dynamic Industries Ltd.	30.28500
524820	Panama Petrochem Ltd.	604.93598
524824	Bal Pharma Ltd.	156.89872
524828	BDH Industries Ltd.	57.57300
526001	Jauss Polymers Ltd	46.25575
526009	Procal Electronics India Ltd	35.00000
526025	Globus Constructors & Develope	989.48480
526027	Cubex Tubings Ltd	143.18975
526043	Polymechplast Machines Ltd.	56.01710
526067	KCCL Plastic Ltd	526.67500
526071	STELLANT SECURITIES (INDIA) LI	7.40480
526073	Galaxy Bearings Ltd.	31.80000
526075	Rekvina Laboratories Ltd	60.28000
526081	SC Agrotech Limited	59.95000
526085	Sagar Tourist Resorts Ltd.	31.31400
526091	Rane Computers Consultancy Ltd	77.50000
526093	Sathavahana Ispat Ltd.	509.00000
526095	Ravileela Granites Limited	105.86000
526113	Uniroyal Marine Exports Ltd.	64.79500
526115	Karan Woo-sin ltd.	82.35000
526117	Shervani Industrial syndicate	27.01018
526125	BN HOLDINGS LIMITED	98.98300
526133	Supertex Industries Ltd	113.41320
526137	Shetron Ltd.	90.03300
526139	Transgene Biotek Ltd.	657.70000
526141	Compact Disk India Ltd.	127.50000
526143	MPL Plastics Limited	112.47100
526159	Nikhil Adhesives Ltd.	459.43000
526161	Spenta International Ltd.	27.64326
526169	Multibase India Ltd	126.20000
526173	Andrew Yule & Company Ltd	4889.50978
526179	Ludlow Jute & Specialities Ltd	107.73120
526187	Ashram Online.com Ltd	120.00000
526193	Royal Cushion Vinyl Products L	120.67212
526195	Neogem India Limited	81.72000
526211	Suraj Industries Limited.	122.94172
526217	Hitech Corporation Limited	171.75700
526225	Bloom Dekor Ltd.	68.50000
526227	Filatex India Ltd.	4438.55500
526231	Standard Surfactants Ltd.	76.64600
526235	Mercator Limited	3024.59335
526237	Morgan Ventures Ltd.	100.00000
526241	Amrapali Industries Ltd	514.10564
526247	Premier Explosives Ltd.	107.52239
526251	Mid East Portfolio Management	50.30000
526263	Mold-Tek Technologies Ltd	283.91062
526269	Crestchem Ltd.	30.00000
526285	Divya Jyoti Industries Ltd.	103.00000
526299	Mphasis Limited	1884.86324
526301	Medinova Diagnostic Services L	99.81640
526315	DIVYASHAKTI LIMITED	102.68870
526321	Maniyar Plast ltd.	43.80000
526325	Orient Press ltd.	100.00000
526331	Advance Multitech Ltd.	40.76781
526335	Shreyas Intermediates Ltd.	708.53900
526345	Panjon Ltd.	154.98700
526349	Nirbhay Colours India Limited	33.50000
526355	Duropack Ltd	52.72200
526365	SWARNSARITA JEWELS INDIA LIMIT	208.76800
526367	Ganesh Housing Corporation Ltd	833.87090
526371	NMDC Ltd	29306.05850
526373	Cindrella Hotels Ltd.	36.00000
526381	Patel Integrated Logistics Ltd	645.85746
526385	Gujarat Perstorp Electronics L	138.30000
526397	Alphageo (India)Ltd.	63.64767
526407	Ritesh Properties & Industries	2742.07700
526409	Kkalpana Industries (India) Lt	940.72930
526415	OK Play India Ltd.	192.08115
526423	Kriti Industries (India) Ltd.	496.03520
526431	Welterman International Ltd.	44.41300
526433	ASM Technologies Ltd.	109.72270
526435	Perfectpac Limited	66.59500
526439	Ambitious Plastomac Ltd.	58.10000
526441	Vision Cinemas Limited	626.17716
526443	Datasoft Application Software	11.31840
526445	Indrayani Biotech Ltd.	342.27192
526468	Euro Leder Fashion Ltd.	44.73600
526471	Winsome Breweries Ltd.	276.68900
526473	Elegant Floriculture & Agrotec	200.00000
526477	South Asian Enteprises Ltd.	40.00000
526479	Sky Industries Ltd	78.90541
526481	Phoenix International Ltd.	167.89560
526488	BHUDEVI INFRA PROJECTS LIMITED	45.89238
526490	Pratik Panels Ltd.	38.98500
526492	Rishiroop Limited	91.63603
526494	PROMACT IMPEX LIMITED	65.11800
526500	Sterling Green  Woods  Limited	42.39688
526504	Dolphin Medical Services Ltd.	150.99952
526506	Systematix Corporate Services	129.80258
526508	Shahi Shipping Limited	144.94874
526512	Interlink Petroleum Ltd.	249.21200
526519	Alpine Housing Development Cor	173.21898
526521	Sanghi Industries Ltd.	2583.26000
526523	Jay Energy And S. Energies Lim	339.88500
526525	WORLDWIDE ALUMINIUM LIMITED	32.86300
526530	Sudev Industries Ltd.	27.88175
526532	Square Four Projects India Lim	98.08900
526538	Maximaa Systems ltd.	580.01255
526544	Scanpoint Geomatics Limited	693.07248
526546	Choksi Laboratories Ltd.	69.65263
526550	Country Club Hospitality & Hol	1634.64735
526554	Salguti Industries Ltd.	75.36700
526558	James Hotels ltd.	80.00500
526568	Longview Tea Company ltd.	29.96500
526570	Midwest Gold Ltd	32.70000
526574	Enterprise International Limit	29.84600
526576	TECHINDIA NIRMAN LIMITED	183.26000
526582	TPL Plastech Limited	780.03000
526586	Wim Plast Ltd.	120.03360
526588	Photoquip India Ltd.	48.00800
526594	B. Nanji Enteprises Ltd.	55.14520
526596	Liberty Shoes Ltd.	170.40000
526598	Gujarat Narmada Flyash Co. Ltd	127.34600
526604	Lippi Systems Ltd.	70.00000
526608	Electrotherm (India) Ltd	127.42814
526612	Blue Dart Express Ltd.	237.27934
526614	Expo Gas Containers Ltd.	190.36400
526616	National Plastic Industries Lt	91.29600
526622	MFL India Ltd	3602.92000
526628	Ajwa Fun World & Resorts Ltd	63.90000
526638	Texel Industries Ltd.	83.39689
526640	Royale Manor Hotels & Industri	188.82200
526642	Mirza International  Limited	1382.01900
526650	Tourism Finance Corpn. Of Indi	903.72448
526652	Cals Refineries Ltd	82939.63100
526654	Thakker's Developers Ltd.	90.00000
526662	Rajdarshan Industries Ltd.	31.08300
526666	Bhartiya International Ltd.	122.07129
526668	Kamat Hotels (India) ltd.	235.84058
526671	Matra Kaushal Enterprise Limit	2017.17850
526675	Tirth Plastic Ltd.	44.50680
526677	DSJ KEEP LEARNING LIMITED	875.88047
526683	Univa Foods Limited	143.22800
526687	Polo Hotels Ltd.	223.74253
526689	Fenoplast ltd.	46.00000
526703	Ecoplast Ltd.	30.00000
526705	Elegant Marbles & Grani Indust	36.60000
526707	Alchemist Limited	135.59800
526709	BITS Ltd	1118.75000
526711	Adarsh Plant Project Ltd.	99.11500
526717	HCP PLASTENE BULKPACK LIMITED	106.74837
526721	Nicco Parks And Resorts Ltd.	468.00000
526723	NTC INDUSTRIES LIMITED	119.44000
526725	Sandesh Ltd.	75.69421
526727	Garnet Construction Ltd.	139.02200
526729	Goldiam International Ltd.	1089.74615
526731	Bright Brothers Ltd.	56.80235
526737	Corporate Courier and Cargo Lt	72.00000
526739	Narmada Gelatines Ltd.	60.49587
526741	Credence Sound & Vision Ltd.	223.50500
526747	P.G.Foils Ltd.	108.73000
526751	Gratex Industries Ltd.	30.34800
526753	Kriptol Industries Limited	113.70000
526755	Velan Hotels Ltd.	319.64119
526761	Howard Hotels Limited	91.13200
526773	Pressure Sensitive Systems (In	1483.62000
526775	Valiant Communications Ltd.	72.23460
526783	Dr.Agarwals Eye Hospital Ltd.	47.00000
526795	Mahasagar Travels Ltd.	78.63500
526797	Greenply Industries Ltd	1228.76395
526799	Union Quality Plastics Ltd.	69.26381
526801	PSL Limited	1249.34484
526807	Seamec Ltd	254.25000
526813	Raghunath International Ltd.	50.00200
526817	Cheviot Co.Ltd.	60.16875
526821	Dai-Ichi Karkaria Ltd.	74.51229
526823	Rajeswari Infrastructure Limit	47.30900
526827	Spice Islands Apparels ltd.	43.00000
526829	Confidence Petroleum India Lim	2840.11923
526833	RAJENDRA CATERERS & CONFECTION	42.80000
526839	Shelter Infra Projects Limited	35.70161
526841	Shakti Press Ltd.	35.20200
526843	Atlanta Devcon Limited	140.64049
526847	Ashirwad Steels & Industries	125.00000
526849	Banaras Beads Ltd.	66.36222
526851	Arex Industries Ltd.	39.58700
526853	Bilcare Ltd.	235.45231
526859	ISF LIMITED	950.00000
526861	Rishi Laser  Ltd.	91.92600
526865	Jainco Projects (India) Ltd.	100.00000
526869	Kumbhat Financial Services Ltd	47.50000
526871	Intec Capital Limited	183.66250
526873	Rajasthan Gases Ltd.	53.73800
526877	Siddheswari Garments Ltd.	33.09900
526881	63 Moons Technologies Limited	460.78537
526883	Shikhar Consultants Ltd.	45.35500
526885	Sarla Performance Fibers Ltd	835.03000
526887	Indo Credit Capital Ltd.	72.30800
526891	Market Creators Ltd.	50.00000
526899	HIMALAYA FOOD INTERNATIONAL LI	578.72884
526901	Sonal Adhesives Ltd.	60.61000
526905	Padmanabh Industries Limited	60.77500
526917	CHD Developers Ltd	1285.92286
526921	Twentyfirst Century Management	105.00000
526925	Bobshell Electrodes Ltd.	60.06000
526927	Dion Global Solutions Limited	322.27406
526931	Hariyana Ship Breakers Ltd.	61.66667
526935	ARUNIS ABODE LIMITED	30.00000
526941	Vaishno Cement Co. Ltd.	89.50200
526945	Tyroon Tea Co. Ltd.	34.02100
526947	La Opala RG Ltd.	1110.00000
526951	Stylam Industries Limited	169.48060
526953	Venus Remedies Ltd.	133.66988
526957	UNIPLY DECOR LIMITED	1223.42850
526959	Woodsvilla Limited	60.14000
526961	LAST MILE ENTERPRISES LIMITED	129.95768
526965	Gujarat Craft Industries Ltd.	48.88300
526967	Heera Ispat Ltd.	58.82800
526971	Dhoot Industrial Finance Ltd.	63.18000
526977	Crimson Metal Engineering Comp	44.28207
526981	SHRI BAJRANG ALLIANCE LIMITED	90.00000
526983	Ashoka Refineries Ltd.	34.01900
526987	Urja Global Limited	5254.53377
527001	Ashapura Minechem Ltd	914.86098
527005	Shree Pacetronix Ltd	35.99400
527007	Atcom Technologies Ltd.	153.40000
530001	Gujarat Alkalis & Chemicals Lt	734.36928
530005	India Cements Ltd.	3098.97201
530007	JK Tyre & Industries Ltd.	2462.30880
530011	Mangalore Chemicals & Fertilis	1185.15150
530017	Standard Industries Ltd.	643.28941
530019	JUBILANT PHARMOVA LIMITED	1592.81139
530023	THE INVESTMENT TRUST OF INDIA	522.42217
530025	Samyak International Limited	62.47200
530027	Aadi Industries Ltd	100.00000
530035	Santosh Fine-Fab Ltd.	35.24600
530037	Sree Jayalakshmi Autospin Ltd.	44.78200
530039	Lords Chemicals Ltd.	125.30000
530043	Acknit Industries Ltd	30.40000
530045	Titan Securities Ltd.	250.16200
530047	Mohota Industries Limited	147.07092
530049	J.J.Exporters Ltd.	92.62250
530053	REAL ECO-ENERGY LIMITED	200.00000
530055	Harmony Capital Services Ltd.	30.00900
530057	Vivanza Biosciences Limited	400.00000
530063	Yashraj Containeurs Ltd.	170.00000
530065	Lords Ishwar Hotels Limited	74.70000
530067	CSL Finance Limited	207.32621
530071	Parsoli Corporation Ltd.	280.27127
530073	Sanghvi Movers Ltd.	432.88000
530075	Selan Exploration Technology L	152.00000
530077	Freshtrop Fruits Ltd.	98.94902
530079	Faze Three Ltd.	243.19000
530091	Zyden Gentec Ltd.	555.62000
530093	ACE EDUTREND LIMITED	91.60900
530095	PRADHIN LIMITED	36.48800
530109	ANUPAM FINSERV LIMITED	1156.37500
530111	Raj Packaging Industries Ltd.	45.69750
530117	PRIVI SPECIALITY CHEMICALS LIM	390.62706
530119	Natraj Proteins Ltd.	37.47000
530125	Samrat Pharmachem Ltd.	30.89700
530127	NPR Finance Ltd.	59.89600
530129	Nile Ltd.	30.01900
530131	Udaipur Cement Works Limited	3114.09817
530133	Amco India Ltd.	41.10000
530135	Optiemus Infracom Limited	858.57191
530139	Kreon Finnancial Services Limi	107.46000
530141	Gyan Developers & Builders Ltd	30.00000
530145	Kisan Mouldings Ltd.	338.63065
530149	KSL AND INDUSTRIES LTD	1006.68325
530151	Vijay Textiles Ltd.	183.05000
530161	Garodia Chemicals Ltd.	72.00200
530163	Kerala Ayurveda Limited	105.55670
530167	Moongipa Capital Finance Ltd.	30.54800
530169	Mohit Paper Mills Ltd.	140.00000
530171	Daulat Securities Ltd.	50.00000
530173	Oscar Global Ltd	33.00000
530175	Odyssey Technologies Ltd.	157.78775
530177	SPS International Ltd	42.37900
530179	RSC International Limited	57.49700
530185	Surat Textile Mills Ltd	2220.24870
530187	Atharv Enterprises Limited	170.00000
530197	FUNDVISER CAPITAL (INDIA) LIMI	36.90000
530199	Themis Medicare Ltd.	92.02770
530201	KALLAM TEXTILES LTD	528.10562
530207	Brawn Biotech Limited	30.00300
530213	Fortune International Ltd.	70.40000
530215	Kings Infra Ventures Limited	235.12250
530217	Swojas Energy Foods Ltd.	309.62650
530219	Nutricircle Limited	2.71780
530231	Subhash Silk Mills Ltd.	42.40500
530233	Auro Laboratories Ltd.	62.32500
530235	KJMC Financial Services Ltd.	47.85740
530239	Suven Life Sciences Ltd.	2180.73717
530243	Mangalya Soft-Tech Ltd.	100.00000
530245	Aryaman Financial Services Ltd	116.82000
530249	Bridge Securities Ltd.	33.61300
530251	Risa International Limited	1595.00250
530253	Rajasthan Tube Mfg. Co	45.07800
530255	Kay Power And Paper Ltd	106.40000
530259	Inter State Oil Carrier Ltd	49.92300
530263	Global Capital Markets Ltd.	3982.96000
530265	Sainik Finance and Industries	108.80000
530267	Saboo Brothers Ltd.	60.96200
530271	Rich Universe Network Ltd	72.52800
530281	Quantum Digital Vision (India)	30.35000
530289	S.P.Capital Financing Ltd.	60.12200
530291	PAOS INDUSTRIES LIMITED	61.03600
530295	Shri Rajivlochan Oil Extractio	40.93000
530299	Kothari Products Ltd.	298.43865
530305	Piccadily Agro Industries ltd.	943.39280
530307	Chaman Lal Setia Exports Ltd.	517.33550
530309	Chandra Prabhu International L	184.90000
530313	KIMIA BIOSCIENCES LIMITED	473.12741
530315	Hindustan Tin Works Ltd.	103.99683
530317	Godavari Drugs Ltd.	75.30500
530331	Premco Global Ltd.	33.04800
530333	Emgee Cables & Communications	54.05500
530335	JCL ltd.	46.92300
530341	Mukesh Babu Financial Services	69.70900
530343	Genus Power Infrastructures Lt	2576.37894
530355	ASIAN ENERGY SERVICES LTD	380.74444
530357	KBS INDIA LIMITED	1032.11880
530361	PRABHHANS INDUSTRIES LIMITED	62.48240
530363	Ugar Sugar Works Ltd.	1125.00000
530365	Orient Bell Limited	144.87076
530367	NRB Bearings Ltd.	969.22600
530369	Vamshi Rubber Ltd.	42.06800
530377	Nila Infrastructures Ltd	3938.89200
530391	DOT COM Global Ltd	53.47200
530393	DB(INTERNATIONAL)Stock Brokers	350.00000
530401	Vinyoflex Ltd.	43.19000
530403	Vallabh Poly-Plast Internation	41.95900
530405	Jindal Capital Ltd.	72.08100
530407	EPIC Energy Ltd.	72.11500
530413	Asian Vegpro Industries Ltd.	112.30000
530419	Sumedha Fiscal Services Ltd.	79.84424
530421	Kuwer Industries Ltd.	90.76072
530423	CRB Share Custodian Services L	60.00000
530427	Choksi Imaging Ltd.	39.00000
530429	Ashish Polyplast Ltd.	33.97500
530431	Ador Fontech Ltd	350.00000
530433	Shiva Global Agro Industries L	99.93000
530439	Siddha Ventures Limited	99.98000
530441	Mahanivesh (India) Ltd.	100.00000
530443	Kiran Syntex Ltd.	42.49900
530445	Sumeru Industries Ltd.	720.00000
530449	Rungta Irrigation Ltd.	199.08553
530457	Cinerad Communications Ltd.	52.00000
530459	Valson Industries Ltd.	76.60800
530461	Saboo Sodium Chloro Ltd.	419.71481
530467	Gujarat Cypromet Ltd.	120.00100
530469	GSL Securities Ltd.	32.50000
530475	Tinna Rubber and Infrastructur	85.64750
530477	Vikram Thermo (India) Ltd.	313.57850
530479	Atlanta Infrastructure and Fin	1155.00000
530495	STRATMONT INDUSTRIES LIMITED	34.97880
530499	A.K.Capital Services Ltd.	66.00000
530517	Relaxo Footwears Ltd.	2489.38586
530519	Interface Financial Services L	2471.29000
530521	Virat Industries Ltd.	49.23340
530525	Sheetal Diamonds Ltd.	100.00000
530533	Terai Tea Co. Ltd.	68.79300
530537	Manraj Housing Finance Ltd.	50.00000
530543	Marg Ltd	508.18459
530545	Cosco (India) ltd.	41.61000
530547	Ken Financial Services Ltd.	30.00100
530549	Shilpa Medicare Ltd.	868.01898
530555	Paramount Communications Ltd.	1941.83965
530557	NCL Research And Financial Ser	10703.28000
530561	Radford Global Limited	703.11500
530565	Archana Software Ltd.	60.66700
530571	Explicit Finance Limited	92.67600
530577	Ladderup Finance Ltd.	128.52600
530579	U. Y. FINCORP LIMITED	1902.38329
530581	Ekam Leasing & Finance Co. Ltd	60.00000
530585	Swastika Investmart Ltd	29.59700
530589	Prima Plastics Ltd.	110.00470
530595	TeleCanor Global Limited	113.90914
530601	Jagsonpal Finance & Leasing Lt	55.00400
530605	GSL Nova Petrochemicals Limite	270.00000
530609	Carnation Industries Ltd.	34.57160
530611	Sturdy Industries Ltd.	1512.53694
530615	Garg Furnace Ltd.	40.08700
530617	Sampre Nutritions Ltd.	68.70000
530621	Akar Auto Industries Limited	107.88010
530627	Vipul Organics Limited	128.11875
530643	Eco Recycling Limited	192.96750
530655	Goodluck India Limited	272.56250
530657	Global Securities Limited	149.53600
530663	Goyal Associates Ltd.	469.37500
530665	Zenith Health Care Ltd.	537.39000
530667	Sri Nandaa Spinners Limited	150.00000
530669	ACE ENGITECH LIMITED	33.03400
530675	York Exports Ltd.	33.62800
530677	Supreme Holdings & Hospitality	354.76853
530683	Pithampur Poly Products Ltd.	48.74000
530689	Lykis Limited	193.75155
530695	Prime Property Development Cor	169.71080
530697	Zenlabs Ethica Limited	65.10015
530699	Raj Rayon Industries Limited	5560.82495
530701	KDJ Holidayscapes and Resorts	546.56000
530703	Info-Drive Software Ltd.	6552.08200
530705	Flora Textiles Ltd.	60.00000
530709	Gowra Leasing & Finance Ltd.	30.00300
530711	Jagan Lamps Ltd.	73.00583
530713	AJEL Limited	107.50000
530715	Alps Industries Ltd.	391.14100
530723	Asit C Mehta Financial Service	49.52560
530733	ENCODE PACKAGING INDIA LIMITED	31.52100
530735	Super Bakers (India) Ltd.	30.21600
530741	Ovobel Foods Ltd.	95.00800
530745	LN Industries India Limited	1016.85900
530747	Indo Asian Finance Limited	150.00000
530755	Coral Newsprints Ltd.	50.52700
530757	Shentracon Chemicals Ltd.	44.38143
530759	Sterling Tools Ltd.	360.24211
